Ticker,Date,Time,Open,High,Low,Close,Vol
HPQ,20030303,1600,15.8361,15.9344,15.4918,15.6000,9358900
HPQ,20030304,1600,15.7229,15.7229,15.2900,15.2900,8779700
HPQ,20030305,1600,15.2803,15.3393,14.8969,15.3000,10318300
HPQ,20030306,1600,15.0737,15.3787,14.9261,15.3000,9494000
HPQ,20030307,1600,14.9007,15.5990,14.8712,15.5400,10767200
HPQ,20030310,1600,15.1515,15.3679,15.0236,15.2400,7542700
HPQ,20030311,1600,15.1502,15.4158,15.1206,15.1600,6529500
HPQ,20030312,1600,15.1428,15.4182,15.0445,15.3100,8524900
HPQ,20030313,1600,15.4383,15.4383,13.9437,14.7500,40139000
HPQ,20030314,1600,15.1050,15.6065,14.8985,15.4000,16546000
HPQ,20030317,1600,15.3204,16.4077,15.3204,16.2100,14407700
HPQ,20030318,1600,16.3720,16.6093,16.1743,16.5500,9017700
HPQ,20030319,1600,16.5525,16.9579,16.4140,16.7700,12016400
HPQ,20030320,1600,16.7723,17.1481,16.5251,16.9800,9486500
HPQ,20030321,1600,17.5967,17.5967,17.0826,17.3100,13351700
HPQ,20030324,1600,17.0421,17.0421,16.1623,16.3600,9696800
HPQ,20030325,1600,16.1421,16.5078,15.6577,16.3200,16945400
HPQ,20030326,1600,16.3208,16.4987,16.1033,16.3900,9461500
HPQ,20030327,1600,16.1116,16.5564,16.0128,16.2500,9585700
HPQ,20030328,1600,16.2579,16.3469,15.9909,16.0700,7117000
HPQ,20030331,1600,15.5677,16.6451,15.3206,15.3700,13608300
HPQ,20030401,1600,15.5191,15.7069,15.3016,15.4400,8642600
HPQ,20030402,1600,15.6419,15.9781,15.6419,15.8100,12661700
HPQ,20030403,1600,16.0119,16.3578,15.8735,16.1700,8453900
HPQ,20030404,1600,16.4069,16.4366,15.9817,16.1300,11151200
HPQ,20030407,1600,16.5343,16.7519,16.0003,16.0300,10034900
HPQ,20030408,1600,15.7578,15.9259,15.4217,15.5700,10375800
HPQ,20030409,1600,15.5757,15.5856,15.1208,15.1900,12195400
HPQ,20030410,1600,15.1824,15.5185,15.0638,15.3900,8775500
HPQ,20030411,1600,15.7728,15.8222,15.0311,15.1300,12286900
HPQ,20030414,1600,15.2354,15.7397,15.1761,15.7100,8025100
HPQ,20030415,1600,15.0836,15.4790,15.0836,15.3900,13480800
HPQ,20030416,1600,15.3309,15.8252,15.3013,15.4100,12363500
HPQ,20030417,1600,15.3871,15.5256,15.0311,15.1300,15809600
HPQ,20030421,1600,15.1707,15.3190,15.0817,15.2300,8358700
HPQ,20030422,1600,15.2249,15.8280,15.0865,15.6500,13708200
HPQ,20030423,1600,15.6230,16.0185,15.5241,15.8900,13840500
HPQ,20030424,1600,15.7683,15.7979,15.4816,15.6200,11838700
HPQ,20030425,1600,15.6206,15.8183,15.4228,15.6700,12448400
HPQ,20030428,1600,15.5740,16.0585,15.4257,15.9300,11662500
HPQ,20030429,1600,16.1716,16.4286,15.9245,16.3100,11133900
HPQ,20030430,1600,16.0706,16.2683,15.9914,16.1200,10453900
HPQ,20030501,1600,16.1129,16.4490,16.0239,16.3600,9104200
HPQ,20030502,1600,16.2129,16.6265,16.1144,16.4000,10902500
HPQ,20030505,1600,16.4909,16.8357,16.4515,16.5500,10513800
HPQ,20030506,1600,16.5972,17.3261,16.5578,17.0700,13975000
HPQ,20030507,1600,16.8221,17.2653,16.7926,16.9600,8979700
HPQ,20030508,1600,16.9484,16.9484,16.6429,16.8400,8253000
HPQ,20030509,1600,16.9421,17.1096,16.8534,17.0800,7818100
HPQ,20030512,1600,17.0810,17.2879,16.9924,17.1500,11177600
HPQ,20030513,1600,17.1480,17.1480,16.8920,17.0200,8361000
HPQ,20030514,1600,17.0713,17.2388,17.0024,17.1600,8523400
HPQ,20030515,1600,17.3897,17.6163,17.1237,17.3700,10262100
HPQ,20030516,1600,17.9755,17.9755,17.2368,17.6800,16901800
HPQ,20030519,1600,17.4379,17.4379,16.4822,16.6300,14423500
HPQ,20030520,1600,16.7212,17.1843,16.6029,16.8000,15405400
HPQ,20030521,1600,18.0738,18.2216,17.5617,17.6700,34008900
HPQ,20030522,1600,17.7170,18.2196,17.6086,18.1900,21126600
HPQ,20030523,1600,18.1214,18.2198,17.9736,18.2100,9247800
HPQ,20030527,1600,18.1045,18.5084,17.8484,18.4000,12717800
HPQ,20030528,1600,18.5088,19.4446,18.3414,19.0900,18450000
HPQ,20030529,1600,18.9081,19.3121,18.6618,18.7800,10755400
HPQ,20030530,1600,18.7864,19.2593,18.7864,19.2100,11108100
HPQ,20030602,1600,19.5037,20.2918,19.4249,19.7500,21183500
HPQ,20030603,1600,19.5040,19.9473,19.5040,19.7700,14781700
HPQ,20030604,1600,19.7644,20.9468,19.7644,20.7300,23386700
HPQ,20030605,1600,20.6737,21.5700,20.3881,21.5700,20693600
HPQ,20030606,1600,21.8675,22.4585,21.5818,21.7000,22071600
HPQ,20030609,1600,21.1804,21.7223,21.0524,21.2100,11600700
HPQ,20030610,1600,21.3788,21.5266,21.0241,21.3000,9893100
HPQ,20030611,1600,20.7323,20.9588,20.6338,20.8800,18695900
HPQ,20030612,1600,21.1268,21.1761,20.6048,20.9200,11492800
HPQ,20030613,1600,20.6899,21.0839,20.2564,20.6800,7922900
HPQ,20030616,1600,20.7643,21.1598,20.5764,21.1400,8056000
HPQ,20030617,1600,21.3110,21.4396,20.9649,21.4000,10379900
HPQ,20030618,1600,21.4629,21.8091,21.3146,21.7300,11531900
HPQ,20030619,1600,21.8050,22.0028,21.2512,21.3600,9242500
HPQ,20030620,1600,21.6479,21.7369,21.2622,21.4600,13677500
HPQ,20030623,1600,21.4563,21.5255,20.8037,21.1300,7713700
HPQ,20030624,1600,20.5239,21.0185,20.5239,20.8800,11321300
HPQ,20030625,1600,20.8172,21.2623,20.5304,20.5700,17410400
HPQ,20030626,1600,20.4668,21.7521,20.0713,21.0600,9821700
HPQ,20030627,1600,21.1545,21.3127,20.5710,20.6600,10619600
HPQ,20030630,1600,20.9315,21.2479,20.8524,21.0600,19540200
HPQ,20030701,1600,21.0586,21.0586,20.6236,20.9400,11156100
HPQ,20030702,1600,21.0629,21.3892,20.9245,21.3200,12953400
HPQ,20030703,1600,20.7634,21.2874,20.7634,21.0600,5327100
HPQ,20030707,1600,21.5528,21.8595,21.2660,21.8100,14403200
HPQ,20030708,1600,21.8007,22.0479,21.6227,21.8600,14391200
HPQ,20030709,1600,22.0074,22.8976,21.8689,22.6800,19531100
HPQ,20030710,1600,22.3046,22.3837,21.4045,21.8100,15934500
HPQ,20030711,1600,21.4627,22.6100,21.4627,22.6100,15125200
HPQ,20030714,1600,22.8446,23.4380,22.8348,23.2600,15539200
HPQ,20030715,1600,23.2533,23.4413,22.4720,22.6500,12946800
HPQ,20030716,1600,23.1324,23.2906,22.2720,22.4500,10123800
HPQ,20030717,1600,21.9953,22.1931,21.4118,21.5700,10245100
HPQ,20030718,1600,21.8550,22.5472,21.5484,22.3000,13336300
HPQ,20030721,1600,21.8076,21.9362,21.3230,21.5900,11937500
HPQ,20030722,1600,21.7597,21.8586,21.4629,21.7300,11517000
HPQ,20030723,1600,21.7515,21.8800,21.1582,21.8800,8489500
HPQ,20030724,1600,21.7602,21.8294,20.1776,20.8700,11428200
HPQ,20030725,1600,20.8733,21.2193,19.5483,21.1600,11284400
HPQ,20030728,1600,21.1598,21.4169,20.8730,21.1400,8689200
HPQ,20030729,1600,21.1388,21.5244,21.0102,21.0300,10094500
HPQ,20030730,1600,21.0768,21.1560,20.7702,20.7900,9570200
HPQ,20030731,1600,21.0585,21.5133,20.7619,20.9300,11586200
HPQ,20030801,1600,20.7697,21.2642,20.7400,20.7400,9510300
HPQ,20030804,1600,20.9161,20.9557,20.3228,20.5700,8023500
HPQ,20030805,1600,20.5807,20.6203,19.6808,19.7500,13575500
HPQ,20030806,1600,19.7194,19.7986,18.8887,19.6700,15403400
HPQ,20030807,1600,19.2385,19.5847,18.9516,19.1000,17254200
HPQ,20030808,1600,19.4347,19.8699,19.2171,19.8600,10173900
HPQ,20030811,1600,19.6807,19.8191,19.6015,19.7400,8155900
HPQ,20030812,1600,19.7804,20.7596,19.7606,20.7200,12926400
HPQ,20030813,1600,20.9881,21.1167,20.6716,20.8200,10222700
HPQ,20030814,1600,20.9695,21.1178,20.7420,20.9200,8041100
