Ticker,Date,Time,Open,High,Low,Close,Vol
BA,20030303,1600,27.1687,27.2668,26.5017,26.5900,4066300
BA,20030304,1600,26.5768,27.2829,26.3904,26.9200,5462000
BA,20030305,1600,26.9265,26.9265,26.0240,26.2300,5300600
BA,20030306,1600,26.0916,26.1897,25.5031,25.6600,4497700
BA,20030307,1600,25.3108,25.4481,24.9183,25.3500,6361900
BA,20030310,1600,25.2065,25.6969,24.9712,25.0300,3705000
BA,20030311,1600,25.1422,25.3482,24.6321,24.7400,3400400
BA,20030312,1600,24.6700,24.9348,24.2580,24.6700,4288500
BA,20030313,1600,24.9286,25.0267,24.4187,24.8600,6496300
BA,20030314,1600,24.7658,25.7466,24.6873,25.0600,6480800
BA,20030317,1600,25.0071,26.5663,24.8305,26.3800,5838600
BA,20030318,1600,26.8488,27.8788,26.4858,27.3000,5973600
BA,20030319,1600,27.3610,27.8023,27.0177,27.4100,3544200
BA,20030320,1600,27.3685,27.6235,26.8486,27.2900,3723400
BA,20030321,1600,27.6973,27.7071,26.4909,27.5600,6547300
BA,20030324,1600,27.2652,27.2652,26.4217,26.5100,3703800
BA,20030325,1600,26.7323,27.1247,26.3203,26.8500,3913900
BA,20030326,1600,26.8413,26.8707,25.7037,25.8900,5804200
BA,20030327,1600,25.8923,26.0492,25.4019,26.0100,4391200
BA,20030328,1600,25.7962,25.7962,25.4921,25.6000,3035600
BA,20030331,1600,24.5211,25.0998,24.3740,24.5800,5626000
BA,20030401,1600,24.8857,25.4645,24.7190,25.1800,5666000
BA,20030402,1600,25.4830,26.2481,25.4045,26.1500,4855500
BA,20030403,1600,26.4225,26.5794,25.9223,26.0400,3491100
BA,20030404,1600,26.2744,26.3333,25.5977,25.9900,3452200
BA,20030407,1600,26.5857,27.2724,26.5857,26.8800,4935100
BA,20030408,1600,26.6340,27.1932,26.3887,26.8400,3953700
BA,20030409,1600,26.8323,27.5090,26.7931,26.9500,4074200
BA,20030410,1600,26.9525,26.9525,25.9129,26.5700,4948600
BA,20030411,1600,26.5681,26.5779,25.2048,25.9600,4940600
BA,20030414,1600,25.9747,26.7300,25.8472,26.7300,3568800
BA,20030415,1600,26.3874,26.7700,26.0441,26.7700,4156200
